Numero	mot_make 	mot_address 	mot_all 	mot_3d 	mot_our 	mot_over 	mot_remove 	mot_internet 	mot_order 	mot_mail 	mot_receive 	mot_will 	mot_people 	mot_report 	mot_addresses 	mot_free 	mot_business 	mot_email 	mot_you 	mot_credit 	mot_your 	mot_font 	mot_000 	mot_money 	mot_hp 	mot_hpl 	mot_george 	mot_650 	mot_lab 	mot_labs 	mot_telnet 	mot_857 	mot_data 	mot_415 	mot_85 	mot_technology 	mot_1999 	mot_parts 	mot_pm 	mot_direct 	mot_cs 	mot_meeting 	mot_original 	mot_project 	mot_re 	mot_edu 	mot_table 	mot_conference 	"char_freq_; "	char_freq_( 	char_freq_[ 	char_freq_! 	char_freq_$ 	char_freq_# 	capital_run_length_averag	capital_run_length_longes	capital_run_length_total 	Spam
2E3	0.06	0	0.19	0	0.06	0.06	0	0	0	0.13	0	0.26	0.06	0	0	0	0	0	0.52	0	0.46	0	0	0	2.6	0.92	0	0.06	0.13	0.52	0.32	0	0.06	0	0.26	0.13	0.32	0	0.26	0	0	0	0	0	0.06	0	0	0.13	0.01	0.15	0	0.05	0.03	0	2	23	8.4E2	Non_Spam
2E3	0	0	0	0	0	0	0	0	0	0	0	5.1	0	0	0	0	0	0	2.6	0	0	0	0	0	0	0	0	0	5.1	0	0	0	0	0	0	0	0	0	0	0	0	5.1	0	0	0	0	0	0	0	0.5	0	0	0	0	2.3	7	34	Non_Spam
2E3	0	0	0	0	0	0	0	0	0	0	0.38	0.19	0	0	0	0	0	0	1.3	0	0.38	0	0	0	0.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0	0	0	0	0	0	0	0	0.15	0	0.03	0	0.03	2.8	12	3.9E2	Non_Spam
2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.1	4.5	4.5	4.5	4.5	4.5	4.5	4.5	0	4.5	4.5	4.5	0	0	0	4.5	0	0	0	0	0	0	0	0	0	1.2	0	0	0	0	3.1	11	31	Non_Spam
2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	Non_Spam
2E3	0	0	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	0	0	0	0	0	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44	0	0	0	0	1.2	3	12	Non_Spam
2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	6	66	Non_Spam
2E3	0	0	0	0	0	0	0	0	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4	0	0	0	0	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0.22	0	0	0	3.9	28	93	Non_Spam
2E3	0.22	0	0.22	0	0.67	0	0	0	0.22	0	0	0	0.22	1.3	0	0	0.44	0	0.67	0	1.6	0	0	0	0.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	0	0	0	0	0	0	0	0.16	0	0.13	0	0.16	3.1	1.2E2	6.9E2	Non_Spam
2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0	1.3	3	15	Non_Spam
2E3	0	0	0	0	0.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69	0	0	0	0	0	2.1	0.69	0	0	0	0	0	0	0	0	0	0	0.69	0	0	0	0	0	0	0	0	0	0	0	0	0.28	0	0.28	0.09	0	2	11	60	Non_Spam
2E3	0.13	0	0.13	0	0.13	0	0	0	1.2	0	0	0.52	0	0	0	0	0	0	0.52	0	0.26	0	0	0	0.65	0.79	0.13	0	0	0	0	0	0.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0.16	0.04	0	0.04	0	3.2	32	4.8E2	Non_Spam
2E3	0.08	0	0.22	0	0.04	0	0	0	0.44	0.04	0	0.22	0.04	0	0	0	0.04	0	0.17	0	0.08	0	0	0	0.39	0.44	0.04	0	0	0	0	0	0.57	0	0	0	0.08	0.08	0	0	0	0	0.04	0.04	0	0	0	0	0.16	0.2	0.06	0	0.01	0	3.8	64	1.6E3	Non_Spam
2E3	0	0.28	0.28	0	0.86	0	0	0	0	0.28	0.28	0	0	0	0	0	0	0	2.9	0	1.7	0	0	0	0.28	0.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57	0	0	0	0	0.14	0	0	0	0	2	15	1.6E2	Non_Spam
2E3	0.09	0.04	0.04	0	0.04	0	0	0	0.66	0	0	0.33	0.04	0	0	0	0	0.04	0.19	0	0.14	0	0	0	0.62	0.66	0.04	0	0	0	0	0	0.14	0	0	0.04	0	0	0	0	0	0	0	0.09	0	0	0	0.04	0.14	0.15	0.05	0	0.01	0	3.7	85	1.5E3	Non_Spam
2E3	1.1	0	0	0	1.1	0	0	0	0	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1	0	0	0	0	0	0	0	0	0	1.2	3	25	Non_Spam
2E3	0	0	0	0	3.2	0	0	0	0	0	0	3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2	0	0	6.4	0	0	0	0	0.51	0	0	0	0	2.4	11	24	Non_Spam
2E3	0.2	0	0.1	0	0	0	0	0.1	0	0	0	0.4	0.1	0	0	0	0.2	0	0	0	0	0	0.1	0	4.5	0.1	0	0	0	0	0	0	0.1	0	0	0.1	0.1	0.1	0	0	0	0.6	0	0	0	0	0	0	0.09	0.08	0	0	0.01	0	2.4	26	5.6E2	Non_Spam
2E3	0	0	1.9	0	0	0	0	0	0	0.97	0	0.97	0	0	0	0	0	0	1.9	0	0	0	0	0	0.97	0.97	0	1.9	0	0.97	0	0	0	0	1.9	0	0	0	0	0	0	0.97	0	0	0	0	0	0	0	0.38	0	0	0	0	8.1	75	2E2	Non_Spam
2E3	0	0	0	0	0	0	0	0	0	1.2	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	2.1	8	60	Non_Spam
2E3	0.81	0	0.81	0	0.81	0	0	0	0	0	0	0.81	0	0	0	0	0	0	1.6	0	1.6	0	0	0	0.81	0	0	0	0	0	0	0	0	0	0.81	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0.12	0	0.37	0	0	5.4	69	1.3E2	Non_Spam
2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	7.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.7	0	0	0	0	0	0	0	0	0	7	17	35	Non_Spam
2E3	0.54	0	0.27	0	0	0	0	0	0.27	0.54	0	0.81	0	0	0	0	0	0.27	1.1	0	0.81	0	0	0	0.81	0.81	0	1.1	0	0.54	0	0	0.27	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0.27	0	0.04	0.32	0.08	0	0	0	5	76	5.2E2	Non_Spam
2E3	0.56	0	2.2	0	0	0.56	0	0	0	0	0	1.1	0	0	0	0	0	1.1	4.5	0	0	0	0	0	1.1	0	0	0	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56	0	0	0	0.11	0.11	0	0.11	0	0	1.2	4	32	Non_Spam
2E3	0.36	0	1.1	0	0	0	0	0	0	0	0	0.72	1.8	0	0	0	0	0	0.72	0	1.1	0	0	0.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0.13	0	0.06	0.13	0	2.6	35	1.2E2	Non_Spam
2E3	0	0	0	0	0	0	0	0	0	0	0	0	2.4	0	0	0	0	0	2.4	0	0	0	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	2	12	Non_Spam
2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	17	20	Non_Spam
2E3	0.27	0	0.27	0	0	0	0	0	0	0	0	0.81	0	0	0	0	0	0	0.54	0	0.27	0	0	0	9.8	0.81	0.54	0.27	0.27	0.27	0.27	0.27	0	0.27	0.27	0.27	0.54	0	0.27	0.27	0	0.54	0.54	0	0.54	0	0	0	1.4	1.4	0.04	0	0	0	4.9	20	6.8E2	Non_Spam
2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	0	0	0	0	0	0	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0	0	1.6	6	13	Non_Spam
2E3	0.84	0	0	0	0	0	0	0	0	0	0	0.84	0	0	0	0	0	0	0.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84	0	0	0	0	0.08	0.41	0	0	0	0	3.3	7	1.7E2	Non_Spam
2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	1.1	2	9	Non_Spam
2E3	0	0	0	0	1.8	0	0	0	0	0.87	0	0	0	0	0	0	0	0	1.8	0	0.87	0	0	0	0.87	0.87	0.87	0	0	0	0	0	0	0	0	0	0.87	0	0.87	0	0	0	0.87	2.6	0.87	0	0	0	0.47	0	0.16	0	0	0	1.5	12	44	Non_Spam
2E3	0	0	0	0	0	0	0	0	0	0	0	0	0.48	0	0	0	0	0	0	0	0	0	0	0	0.48	1.9	0	0	0.48	0	0	0	0	0	0	0	1.4	0	0	0	0	0	0	1.4	0	0	0	0	0	0.3	0	0	0.37	0	3	10	1.9E2	Non_Spam
2E3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0.35	0	0.18	0	0	1.2	3	36	Non_Spam
2E3	0	0	0	0	0	0	0	0	0	0	0	0.45	0	0	0	0	0	0	0	0	0	0	0	0	1.8	0.45	0	0	0	0.9	0	0	0	0	0	0.45	0	0	0	0	0	0	0	0	0.45	0	0	0	0	0	0	0	0	0	1.4	5	1E2	Non_Spam
2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	1.3	3	12	Non_Spam
2E3	0	0	0.76	0	0.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76	0	0	0	0	0	0.76	0	1.5	0.76	0.76	1.5	0.76	0.76	0	0.76	0.76	0.76	0.76	0	0	0.76	0	0.76	0	0	2.3	0	0	0	0	0.25	0	0.13	0	0	1.8	11	79	Non_Spam
2E3	0	0	0	0	2.5	0	0	0	0	1.2	0	0	0	0	0	0	0	0	2.5	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0.25	0	0	0	0	0	1.2	3	14	Non_Spam
2E3	0	0	0	0	0	0.69	0	0	0.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92	0.92	0	0	0	0	0	0	0.46	0	0	0	0.23	0	0.23	0.23	0	0	0.23	0	0	0.69	0	0	0.03	0	0.03	0	0	0	1.5	13	1.4E2	Non_Spam
2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0.18	0.36	0	0.18	0	0	2	13	55	Non_Spam
2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1	0	0	0	0	0	2.1	0	0	0	0	0.39	0	0	0	0	1.5	6	17	Non_Spam
2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.14	0	1.9	10	65	Non_Spam
2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6	4	8	Non_Spam
2E3	0.46	0	0	0	0	0	0	0	0	0	0	2.3	0.46	0	0	0	0	0.46	5.1	0	0.46	0	0	0	0.93	1.4	0	0	0.46	0	0	0	0	0	0	0	0	0	1.4	0	0	0.93	0	0	0	0	0	0	0	0	0	0.06	0	0	2	13	86	Non_Spam
2E3	0	0	0.58	0	0.58	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0.58	0	0	0	0	0	1.8	1.2	1.8	0.58	0.58	0.58	0.58	0.58	0	0.58	0.58	0.58	0.58	0	0	0.58	0	0	0.58	0	0.58	0	0	0	0.19	0.57	0.09	0	0	0	2.3	13	1.5E2	Non_Spam
2E3	0	0	0	0	0	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0.75	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0.13	0	0	0.13	4.5	33	1.6E2	Non_Spam
2E3	0	0	0	0	0	0	0	0	0	0.51	0	0	0	0	0	0	0	0	0.51	0	0.51	0	0	0	3.1	2	0.51	2	0.51	1	0.51	0.51	0	0.51	1	0.51	0	0	0.51	0.51	0	1	0	0	0.51	0	0	0	0.16	0.55	0	0	0	0	4	37	2.2E2	Non_Spam
2E3	0.85	0.85	0	0	1.7	0	0	0	0	0.85	0	0.85	0	0	0	0	0	0	0	0	0.85	0	0	0	0	0.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28	0	0	0	0	1.5	5	31	Non_Spam
2E3	0	0	0.52	0	0.52	0	0	0	0	2.1	0	0	0	0	0	0	0	0	0.52	0	0.52	0	0	0	1.6	1	1	0.52	0.52	0.52	0.52	0.52	0	0.52	0.52	0.52	0.52	0	0.52	0.52	0	0	0.52	0	0.52	0	0	0	0.17	0.51	0.09	0	0	0	2.2	13	1.6E2	Non_Spam
2E3	0.39	0.39	0	0	0.39	0	0	0	0	0.39	0	1.2	0	0.39	0	0	0	0	1.2	0	0	0	0	0	2.8	2	1.2	1.2	0.39	0.39	0.39	0.39	0	0.39	1.2	0.39	0.39	0	0	0.39	0	0.39	0.39	0	0.39	0	0	0	0.13	0.38	0.44	0	0	0	2.2	13	1.4E2	Non_Spam
2E3	0	0	0	0	0	0	0	0.86	0	0	0	2.6	0	0	0	0	0.86	0	2.6	0	0	0	0	0	1.7	0	0	0	0	0.86	0	0	0	0	0	0.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0	1.5	8	43	Non_Spam
2E3	0	0	0.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58	0	0	0	0	0	0.58	1.8	1.2	0	0.58	0	0.58	0.58	0	0	0	0.58	0.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0.18	2.5	11	1.8E2	Non_Spam
2E3	0	0.68	0.34	0	0	0	0	0.34	0	0	0.34	0	0	0	0	1.7	0	0	1	0	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34	0	0	0	0	0.34	0	0	0	0	0.05	0	0	0	0	3.3	1.1E2	1.9E2	Non_Spam
2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58	0	0	0	0	0	0	0	0	0	0	1.5	0.29	0	0.58	0	0	0	0	0	0	0.58	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	2.5E2	1.5E3	1.5E3	Non_Spam
2E3	0.3	0	0.3	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0.15	1.4	0	0.61	0	0	0	1.4	0.3	0.61	0.15	0.15	0.15	0.15	0.15	0.3	0.15	0.15	0.15	0.3	0	0.15	0.15	0	0	0.3	0	0.61	0	0	0	0.13	0.18	0.05	0	0	0	1.8	13	3.1E2	Non_Spam
2E3	0	0	0.29	0	0.29	0	0	0	0.29	0	0	0.29	0	1.2	0	0	0.29	0	0.29	0	0.29	0	0	0	0	0	0	0.29	0	0	0.29	0	0	0	0.29	0	0.29	0	0	0	0	0.89	0	0	0	0	0	0	0	0.16	0.03	0.38	0	0.13	3.3	1.6E2	6.1E2	Non_Spam
2E3	0	0	0	0	0	0	0	0	0.43	0	0	2.2	0	0	0	0	0	0	0.86	0	0	0	0	0	0.86	0.43	0	1.3	0	0	0	0	0	0	0.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	2.1	15	1.4E2	Non_Spam
2E3	0	0	0	0	0	0	0	0	0	0.55	0	0.55	0	0	0	0	0	0	1.1	0	0.55	0	0	0	2.8	2.2	1.1	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	1.7	0	0.55	0.55	0	0	1.1	0	1.1	0	0	0	0	0.6	0.09	0	0	0	2.1	13	1.7E2	Non_Spam
2E3	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	2	8	36	Non_Spam
2E3	0	0	0.89	0	0.44	0.44	0	0	0	0	0	0.89	0	0.44	0	0	0.89	0	0	0	0	0	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0.89	0	0	0	0	0	0	0	0	0.44	0	0	0	0	0.13	0	0	0	0	1.6	13	95	Non_Spam
2E3	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0.6	0.6	0	0.6	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0	0.13	0	3.3	31	2E2	Non_Spam
2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7	3	15	Non_Spam
2E3	0.35	0	0.35	0	0	0	0	0	0	0	0	0.35	0	0	0	0	0	0	1.4	0	0.71	0	0	0	0	0	0.35	0	0	0	0	0	0.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3	4	84	Non_Spam
2E3	0	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9	0	0	0	0	0	0	0	0	1	1	19	Non_Spam
2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6	0	0	0	0	0.29	0	0	0	0	1.3	2	15	Non_Spam
2E3	0	0	0	0	0	0	0	0	0	0.65	0	0	0	0	0	0	0	0	0	0	0.65	0	0	0	0	0	0.65	0	0.65	0	0	0	0.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0.11	0	0	0.11	3.9	28	1.6E2	Non_Spam
2E3	0.36	0	1.5	0	0.36	0	0	0	0.36	0	0.36	3.3	0	0	0	0	0	0	1.1	0	0.36	0	0	0	0.36	0.36	0	0	0	0	0	0	0	0	0	0	1.1	0	0	0	0	1.1	0	0	0	0	0	0	0	0.05	0	0	0	0	2.3	45	1.7E2	Non_Spam
2E3	0	0	0	0	0.83	0.41	0	0.83	0	0	0	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41	0	0	0	0	0	0	0	0	0	0	0.41	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	1.7	5	82	Non_Spam
2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	16	Non_Spam
2E3	0	0	0.87	0	0.87	0	0	0	0	0.87	0	0	0	0	0	0	0	0	0	0	0.87	0	0	0	1.8	0.87	2.6	0	0	0	0	0	0	0	0	0	0.87	0	0	0	0	0	0.87	0	0.87	0	0	0	0	0.28	0.14	0	0	0	1.8	15	75	Non_Spam
2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	6	Non_Spam
2E3	0	0	0	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	0.27	0	0	0	4.2	26	88	Non_Spam
2E3	0	0	0	0	0	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	1.2	0	0	0	0	2.1	13	72	Non_Spam
2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	0	0	0	0	0	0	0	0	0	1.8	5	21	Non_Spam
2E3	0	0	0.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4	0	0.56	0	0	0	3.4	1.4	0.28	0.28	0.28	0.28	0.28	0.28	0	0.28	0.28	0.28	0.56	0	0	0.28	0	0.28	0.56	0	0.28	0	0	0	0	0.14	0.09	0	0	0	2.5	15	2.1E2	Non_Spam
2E3	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.17	0	0	0.08	4.1	28	2.4E2	Non_Spam
2E3	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3	0	0	0	0	0	0	2.7	1.3	0	1.3	0	1.3	1.3	0	0	0	1.3	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29	0	0.14	0	0	1.9	10	39	Non_Spam
2E3	0	0	0	0	0.35	0	0	0	0	0.35	0	0	0	0	0	0	0	0	2.1	0	0.7	0	0	0	2.8	1	1.4	0.35	0.35	0.35	0.35	0.35	0	0.35	0.35	0.35	0.7	0	0	0.35	0	0	0.7	0	0.7	0	0	0	0	0.23	0.12	0	0	0	1.8	13	1.5E2	Non_Spam
2E3	0	2.1	0	0	0	0	0	0	1.5	0	0	0.51	0	0	0	0	0	0	1	0	0	0	0	0	0.51	0	2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0.14	0.21	26	1E2	4.1E2	Non_Spam
2E3	0	1.4	0.9	0	0	0	0	0	0	1.8	0	0.45	0	0	0	0	0	1.8	0	0	3.2	0	0	0	0.45	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	3.4	53	1.6E2	Non_Spam
2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1	0	0	0	0	0	2.3	1.1	0	3.4	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	3.3	15	82	Non_Spam
2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1	0	1.1	0	0	0	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3	4	24	Non_Spam
2E3	0.1	0	0.1	0	0.1	0.1	0	0.4	0	0	0.1	0.8	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0.1	0	0	0.1	0	0	0	0	0.1	0	0	0	0.3	0	0.1	0	0	0.4	0.2	0.2	0	0.8	0	0	0.01	0.14	0.01	0	0.01	0	1.6	18	5.3E2	Non_Spam
2E3	0	0	0	0	0.67	0	0	0	0	0.67	0	0.67	0	0	0	0	0	0	0.67	0	0	0	0	0	4.1	4.1	0	2	0	0	0	0	0	0	0.67	0	0.67	0	0	0	0	0	0	0	0	0	0	0	0	0.61	0	0	0	0	3	24	1.3E2	Non_Spam
2E3	0.9	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0.9	0	0	0	0	0	0	0	0.9	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0	0	0	3.2	22	1.3E2	Non_Spam
2E3	1.2	0	0	0	0	0	0	0	0	1.2	0	0	0	0	0	0	0	0	1.2	0	0	0	0	0	1.2	1.2	0	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	3.1	11	68	Non_Spam
2E3	0	0	0	0	0.34	0	0	0	0	0	0	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34	0	0	0	3.1	0	0	0	0.34	0	0	0	0.34	0	0	0	0	0	0	0.34	0.09	0.13	0	0	0	0	1.3	7	85	Non_Spam
2E3	0	0	0	0	0	0.32	0	0.64	0	0	0	1.6	0	0.32	0	0	0	0.32	0.32	0	0	0	0	0	0.32	0.32	0	0.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	4.3	87	2.6E2	Non_Spam
2.1E3	0	0	0	0	0	0	0	0	0	1.9	0	0	0	0	0	0	0	0	1.9	0	3.7	0	0	0	1.9	0	0	3.7	0	0	0	0	1.9	0	1.9	0	0	0	0	0	0	0	0	0	1.9	0	0	0	0	0.64	0	0.32	0	0	2.7	15	62	Non_Spam
2.1E3	0	0	0	0	0	0	0	0	0	0.76	0	0	0	0	0	0	0	0	0	0	0.76	0	0	0	0	0	0.76	0	0.76	0	0	0	0.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0.12	0	0	0.12	3.7	28	1.5E2	Non_Spam
2.1E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	6	Non_Spam
2.1E3	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	0	3.3	0	0	0	2.2	1.1	2.2	1.1	1.1	1.1	1.1	1.1	0	1.1	1.1	1.1	1.1	0	1.1	1.1	0	0	1.1	3.3	1.1	0	0	0	0	0.35	0	0.18	0	0	2.1	12	63	Non_Spam
